p1_hp,p2_hp,distancia,p1_last1_atk,p1_last1_def,p1_last1_grb,p1_last2_atk,p1_last2_def,p1_last2_grb,p2_last1_action,y_target
0.824688375,0.0766050518,0.836219132,0,1,0,0,1,0,0.0,1
0.721514463,0.935199142,0.467230946,0,1,0,0,0,1,1.0,0
0.74255681,0.546837926,0.3216106,0,1,0,0,0,1,0.5,2
0.782706857,0.0910619944,0.561203837,1,0,0,0,0,1,0.5,2
0.120342419,0.375375003,0.2605232,0,0,1,0,1,0,0.0,2
0.390542448,0.123006992,0.401159912,0,0,1,0,0,1,0.5,0
0.160075605,0.423297226,0.332605153,1,0,0,1,0,0,0.5,2
0.869948268,0.686430037,0.804141045,0,1,0,1,0,0,0.0,2
0.642133236,0.496395409,0.924255729,0,0,1,0,0,1,0.5,1
0.36435312,0.414536059,0.759572208,1,0,0,0,0,1,1.0,2
0.110380433,0.163199186,0.439083576,0,0,1,0,0,1,0.5,2
0.345433205,0.282692105,0.504334986,0,1,0,0,0,1,1.0,1
0.35892415,0.145136118,0.125073701,0,1,0,0,0,1,1.0,1
0.743125856,0.817123771,0.746864736,0,0,1,0,0,1,0.0,0
0.655679584,0.178477839,0.596475661,1,0,0,0,1,0,0.0,2
0.892852128,0.615604699,0.902440012,1,0,0,1,0,0,0.0,1
0.498604178,0.375603408,0.200611144,0,0,1,0,0,1,0.5,2
0.163614526,0.264679462,0.759726107,0,1,0,0,1,0,0.0,2
0.727582574,0.657495022,0.68467164,1,0,0,0,1,0,1.0,1
0.772745788,0.484152198,0.265845537,0,0,1,0,0,1,0.0,2
0.583213329,0.430138201,0.667378664,0,0,1,0,1,0,1.0,1
0.782418847,0.613209426,0.924373388,0,1,0,1,0,0,1.0,0
0.519105792,0.516704261,0.918435991,0,1,0,0,0,1,0.5,2
0.546596169,0.338310003,0.719626546,1,0,0,0,0,1,1.0,1
0.456163973,0.581108212,0.048073113,1,0,0,1,0,0,0.5,0
0.0741481707,0.686023653,0.872264326,1,0,0,0,1,0,0.5,2
0.152496859,0.0753585026,0.657778621,0,1,0,0,0,1,0.0,2
0.0798577294,0.492578149,0.310434252,0,0,1,1,0,0,0.5,2
0.654589891,0.104799122,0.187250361,1,0,0,1,0,0,1.0,0
0.348638177,0.227085143,0.116203859,1,0,0,0,0,1,1.0,1
0.533142149,0.582483292,0.0502368994,1,0,0,1,0,0,1.0,1
0.912188172,0.872879446,0.754103243,0,0,1,0,0,1,1.0,1
0.286827624,0.888665378,0.235843003,1,0,0,0,1,0,1.0,0
0.439863771,0.116446808,0.0242529362,1,0,0,0,0,1,0.0,1
0.767773569,0.44814983,0.39727065,0,1,0,0,0,1,0.0,0
0.267358243,0.603856146,0.482607067,0,1,0,1,0,0,0.5,1
0.123130918,0.189716414,0.169230238,0,1,0,1,0,0,1.0,2
0.325263888,0.777160585,0.0440483354,0,0,1,0,1,0,1.0,1
0.203160226,0.757023513,0.189125478,0,1,0,0,0,1,0.5,2
0.933212757,0.908173978,0.679102778,1,0,0,0,1,0,0.0,0
0.817714334,0.0580617115,0.082243681,1,0,0,1,0,0,0.5,1
0.651733577,0.255850017,0.555037022,0,0,1,0,1,0,1.0,2
0.877887547,0.835827351,0.146411985,0,0,1,0,0,1,0.0,0
0.813488483,0.687051058,0.195689172,1,0,0,0,0,1,0.5,1
0.227241561,0.899670362,0.39307788,0,0,1,0,0,1,0.5,2
0.897931039,0.104320675,0.10082534,1,0,0,1,0,0,1.0,2
0.562375128,0.617115796,0.173203498,0,1,0,1,0,0,1.0,2
0.81706816,0.590594232,0.348952413,1,0,0,0,0,1,0.0,1
0.901286721,0.0838906989,0.329668999,0,0,1,1,0,0,1.0,2
0.352103293,0.537845969,0.749271512,0,1,0,0,1,0,0.5,1
0.15454933,0.629044294,0.0747823045,1,0,0,0,1,0,1.0,2
0.266538411,0.231728509,0.860450745,0,0,1,0,0,1,0.5,1
0.455752403,0.309663117,0.816232145,0,0,1,1,0,0,1.0,1
0.827114046,0.658329964,0.765991628,0,1,0,0,0,1,0.0,0
0.86769408,0.494885892,0.309372365,1,0,0,0,1,0,0.0,0
0.0566045232,0.86511296,0.822881758,1,0,0,0,1,0,0.0,2
0.535209954,0.375262678,0.182802081,0,0,1,1,0,0,1.0,1
0.446540445,0.303326666,0.124409206,0,1,0,0,1,0,0.0,1
0.261002421,0.985622644,0.0449563339,1,0,0,1,0,0,0.5,1
0.163872093,0.915578961,0.939310372,0,1,0,1,0,0,1.0,2
0.370734423,0.0775431097,0.308010906,0,0,1,0,1,0,0.0,2
0.945764244,0.782192171,0.917617857,1,0,0,0,1,0,1.0,1
0.357042789,0.154818028,0.272613555,0,0,1,0,0,1,1.0,0
0.54285109,0.0761109367,0.907565951,1,0,0,1,0,0,0.5,2
0.71786803,0.310010731,0.903929055,0,0,1,0,0,1,1.0,2
0.395448118,0.30587858,0.923676074,1,0,0,1,0,0,1.0,1
0.97319299,0.828352809,0.496153444,0,1,0,0,1,0,1.0,2
0.964324951,0.725133896,0.865946293,1,0,0,1,0,0,0.5,1
0.289193183,0.982528985,0.950765908,1,0,0,0,0,1,0.0,2
0.522386074,0.725937247,0.324616939,0,0,1,1,0,0,0.0,2
0.335834384,0.447342783,0.418874413,1,0,0,0,1,0,1.0,0
0.320598483,0.713981271,0.719240189,1,0,0,0,0,1,0.0,0
0.0850426033,0.999486089,0.300359815,1,0,0,1,0,0,1.0,2
0.629086137,0.724634767,0.753809333,0,0,1,1,0,0,0.0,0
0.527545094,0.7735973,0.0738921463,1,0,0,1,0,0,0.0,1
0.0989048108,0.941446781,0.523498356,0,1,0,1,0,0,0.5,0
0.314714134,0.1579687,0.122313485,0,1,0,1,0,0,0.5,0
0.912852585,0.719545066,0.293323487,0,0,1,0,1,0,0.5,0
0.277583808,0.858265638,0.258625388,1,0,0,0,1,0,0.0,2
0.187650129,0.956659675,0.838932097,0,0,1,0,0,1,0.0,2
0.514980137,0.250420839,0.193517253,1,0,0,1,0,0,0.0,1
0.986367941,0.528732538,0.808447897,0,0,1,0,1,0,0.0,1
0.279952496,0.696527123,0.793960333,1,0,0,0,1,0,0.5,1
0.688528776,0.285094351,0.498883069,1,0,0,1,0,0,0.5,0
0.773538649,0.620449245,0.233843252,0,0,1,0,0,1,0.0,1
0.275755674,0.294699848,0.226896346,0,0,1,1,0,0,0.0,0
0.741805553,0.366784155,0.464924634,0,0,1,0,0,1,0.5,2
0.399393976,0.469442755,0.0088090077,1,0,0,0,0,1,0.0,1
0.650690556,0.55273062,0.531350732,0,0,1,0,1,0,1.0,1
0.651853204,0.476897568,0.952779531,1,0,0,0,0,1,0.5,0
0.558985949,0.518535733,0.15470688,0,1,0,0,1,0,0.5,0
0.135775283,0.333659321,0.573345602,0,1,0,0,1,0,0.0,2
0.84353739,0.201016843,0.9617787,1,0,0,1,0,0,1.0,1
0.354741067,0.094982475,0.860522151,1,0,0,1,0,0,0.0,1
0.227192581,0.236179784,0.850380123,0,0,1,0,0,1,1.0,2
0.0887363851,0.602846444,0.821849942,1,0,0,1,0,0,0.0,2
0.611348271,0.796809673,0.309023619,1,0,0,1,0,0,0.5,0
0.693686128,0.21078521,0.890616834,0,1,0,0,0,1,0.5,1
0.0657584369,0.153127596,0.941340327,0,0,1,1,0,0,1.0,2
0.536488414,0.76182586,0.495792419,0,0,1,0,1,0,1.0,2
0.265170991,0.339900404,0.354571044,1,0,0,1,0,0,0.0,1
0.662914157,0.953924477,0.414229006,0,0,1,1,0,0,0.5,2
0.215648115,0.728602052,0.334206432,0,1,0,1,0,0,0.0,2
0.706390858,0.36041823,0.212418437,0,1,0,0,1,0,0.0,2
0.417398572,0.325065613,0.618448496,0,1,0,0,0,1,0.5,1
0.939893484,0.547513485,0.562596858,1,0,0,0,1,0,1.0,2
0.1806449,0.125187442,0.462585062,1,0,0,0,0,1,0.5,2
0.374013036,0.161792681,0.0958453864,0,1,0,0,1,0,0.5,0
0.15779984,0.217064992,0.796892941,0,1,0,1,0,0,1.0,2
0.928458929,0.785987437,0.174933568,0,0,1,0,1,0,0.5,0
0.883472383,0.538164496,0.114562042,0,0,1,0,0,1,1.0,1
0.295044541,0.0600387678,0.623071373,0,0,1,1,0,0,0.5,0
0.676984847,0.689840674,0.398644358,0,0,1,0,0,1,1.0,0
0.82636112,0.452505678,0.059808474,0,1,0,1,0,0,1.0,1
0.577440798,0.535309732,0.355568349,0,0,1,1,0,0,0.0,0
0.553168058,0.253410429,0.771780372,0,1,0,0,1,0,0.5,1
0.279759675,0.57419312,0.615249217,0,1,0,0,0,1,0.0,2
0.138447627,0.980195582,0.362786025,1,0,0,0,1,0,0.5,2
0.902354956,0.119772457,0.191804796,0,0,1,0,0,1,0.0,1
0.905397177,0.31972152,0.631795645,0,1,0,0,1,0,0.0,2
0.651446402,0.280847698,0.887555301,1,0,0,1,0,0,0.0,1
0.3720783,0.286121845,0.646272719,1,0,0,0,0,1,0.0,2
0.381749094,0.409771025,0.812903881,0,1,0,0,0,1,0.0,2
0.739657879,0.827204287,0.521527827,0,1,0,0,1,0,0.5,0
0.90225476,0.917215765,0.717971087,0,0,1,0,0,1,0.0,1
0.892732084,0.242104337,0.896226764,0,0,1,0,1,0,0.0,2
0.790881753,0.565802455,0.773178995,0,1,0,0,1,0,0.5,1
0.65993005,0.655054033,0.909853935,0,1,0,0,0,1,1.0,1
0.12993297,0.545736074,0.431139588,1,0,0,0,1,0,0.5,2
0.203547284,0.462372571,0.904220283,1,0,0,0,0,1,1.0,0
0.903626502,0.232376724,0.621567249,1,0,0,1,0,0,0.5,1
0.626107633,0.51380837,0.870048761,1,0,0,0,1,0,0.0,2
0.0587371998,0.431154072,0.0393765308,1,0,0,1,0,0,1.0,2
0.146397963,0.805785179,0.657852411,0,0,1,0,1,0,0.0,2
0.6803267,0.775424123,0.847975075,1,0,0,0,0,1,1.0,0
0.0548085049,0.177298754,0.17420204,0,1,0,0,1,0,0.0,0
0.202767655,0.134093106,0.661786914,0,0,1,0,1,0,1.0,2
0.571297109,0.912746251,0.824954689,1,0,0,0,0,1,0.0,2
0.707300425,0.558732986,0.287949383,1,0,0,1,0,0,1.0,1
0.669363201,0.864910901,0.405246317,1,0,0,0,0,1,1.0,1
0.263055831,0.105243564,0.569517732,0,1,0,1,0,0,0.0,0
0.726570249,0.550189853,0.519167662,1,0,0,1,0,0,0.5,1
0.275386631,0.562455177,0.0391893946,0,1,0,0,1,0,0.5,1
0.359129727,0.86766696,0.0986720994,0,1,0,0,1,0,0.0,2
0.759166837,0.142729491,0.100466579,1,0,0,1,0,0,0.0,1
0.667151272,0.27842328,0.262267917,1,0,0,0,0,1,0.5,1
0.85676223,0.436211407,0.245864108,0,0,1,1,0,0,1.0,0
0.674732268,0.872549415,0.742222369,0,0,1,0,1,0,0.0,0
0.589893162,0.941939175,0.57274437,0,0,1,0,0,1,0.0,1
0.138991028,0.993088365,0.763976097,0,1,0,0,0,1,0.0,2
0.39933002,0.961233795,0.0698960572,1,0,0,0,1,0,0.0,1
0.301942259,0.0556446686,0.485214233,0,0,1,0,0,1,0.5,2
0.281790167,0.0953229219,0.323775589,0,1,0,0,0,1,0.5,0
0.974360049,0.19022648,0.849939287,0,0,1,1,0,0,0.0,2
0.423442841,0.381419003,0.707789183,0,0,1,1,0,0,0.5,1
0.897444248,0.83842212,0.869258463,1,0,0,0,1,0,0.5,1
0.649581671,0.898023367,0.0464271232,1,0,0,1,0,0,0.5,1
0.805070758,0.22749269,0.720823467,0,1,0,0,0,1,1.0,1
0.527505219,0.638680935,0.540008366,1,0,0,0,1,0,0.0,1
0.598058701,0.921493888,0.825000048,0,0,1,0,1,0,0.0,1
0.517891824,0.490545154,0.507160604,0,1,0,0,1,0,0.0,2
0.235480845,0.148366392,0.540209055,0,1,0,0,0,1,0.0,2
0.736329496,0.484922975,0.0517673828,0,1,0,1,0,0,0.5,0
0.316733748,0.407005161,0.668522894,0,1,0,0,0,1,0.5,2
0.0731001645,0.598775089,0.273139864,1,0,0,0,0,1,1.0,1
0.663198709,0.466725737,0.0196939223,0,0,1,1,0,0,0.0,1
0.218255147,0.0664786324,0.0664371625,1,0,0,1,0,0,1.0,2
0.943435669,0.994297862,0.957285583,1,0,0,0,0,1,1.0,1
0.956232131,0.566363215,0.346077293,0,1,0,1,0,0,1.0,2
0.919121146,0.499949217,0.868075609,1,0,0,0,0,1,1.0,0
0.401650757,0.95688653,0.959677219,1,0,0,1,0,0,0.5,1
0.0646837875,0.198067352,0.943267167,0,0,1,0,0,1,1.0,0
0.931902647,0.229775727,0.881725252,0,1,0,1,0,0,0.5,1
0.45677495,0.817614019,0.894843936,1,0,0,0,1,0,0.5,1
0.968322098,0.297789514,0.289008051,0,1,0,1,0,0,1.0,1
0.965438962,0.809265733,0.151469886,0,0,1,0,0,1,0.0,0
0.860358953,0.307956815,0.639262557,1,0,0,1,0,0,0.5,1
0.329726458,0.0815282464,0.488105595,0,0,1,1,0,0,0.0,2
0.415842831,0.541163981,0.098746717,0,0,1,0,0,1,0.5,0
0.858579814,0.236852109,0.677541316,0,1,0,1,0,0,0.5,2
0.351075917,0.769953966,0.562860012,0,1,0,0,1,0,1.0,0
0.211018115,0.659139633,0.863067389,0,1,0,0,1,0,1.0,2
0.578961194,0.927422523,0.609183788,1,0,0,0,1,0,0.0,1
0.939347029,0.793838918,0.573946178,0,1,0,0,1,0,0.5,0
0.711228311,0.221737161,0.440751731,1,0,0,1,0,0,0.0,1
0.591558099,0.810150325,0.462787062,0,0,1,0,1,0,1.0,2
0.142317668,0.659650207,0.954381227,0,1,0,1,0,0,1.0,0
0.63425684,0.685504079,0.138446003,0,0,1,0,1,0,0.0,0
0.990551174,0.840649724,0.446218818,0,1,0,0,1,0,0.0,1
0.183079809,0.595132887,0.655827224,0,0,1,0,0,1,0.5,2
0.542413175,0.492703348,0.433010638,1,0,0,1,0,0,0.0,1
0.883504391,0.654808998,0.283215612,0,0,1,1,0,0,0.0,0
0.753730178,0.333059549,0.28735736,1,0,0,1,0,0,1.0,1
0.712164938,0.223467276,0.233656049,0,1,0,0,0,1,1.0,0
0.7173599,0.63575846,0.343903214,0,1,0,1,0,0,0.0,1
0.391516596,0.272155941,0.871674776,0,1,0,0,0,1,1.0,1
0.328912258,0.125919357,0.505224526,1,0,0,1,0,0,1.0,1
0.818893075,0.0505264737,0.240238726,0,1,0,0,1,0,1.0,1
0.819607735,0.627903402,0.38452673,1,0,0,0,0,1,1.0,0
0.873718679,0.39404133,0.105830409,1,0,0,0,0,1,0.5,1
0.917578518,0.764695406,0.904035747,0,0,1,0,0,1,0.5,1
0.535775304,0.406417578,0.40819782,0,1,0,1,0,0,0.0,2
0.526440501,0.511703253,0.980391204,0,0,1,0,1,0,0.5,1
0.808380425,0.436730713,0.347538769,1,0,0,0,0,1,0.0,0
0.667465746,0.668046057,0.836356044,0,0,1,0,0,1,0.5,1
0.71686852,0.388332218,0.256385326,0,1,0,1,0,0,0.5,0
0.806003034,0.965579271,0.0761528909,1,0,0,1,0,0,0.0,1
0.895505071,0.939339638,0.0317333601,0,0,1,0,1,0,0.0,1
0.371095389,0.855626523,0.606168449,0,1,0,0,0,1,0.0,1
0.406803817,0.924285233,0.311573684,0,1,0,0,0,1,1.0,1
0.139282838,0.476682693,0.44351989,0,0,1,0,0,1,1.0,2
0.599366128,0.559608877,0.818647027,1,0,0,0,0,1,1.0,1
0.0841451585,0.754987955,0.248108089,0,1,0,0,0,1,0.0,0
0.492318124,0.711338639,0.30865249,1,0,0,0,1,0,1.0,2
0.565512419,0.896144688,0.845336199,0,1,0,0,0,1,0.5,1
0.322214186,0.730514467,0.492762268,1,0,0,1,0,0,0.5,2
0.611291587,0.997990489,0.82766515,1,0,0,0,0,1,0.5,1
0.0789752379,0.381080508,0.374476016,0,1,0,0,0,1,0.5,1
0.0854807794,0.841347873,0.398369968,0,0,1,0,0,1,1.0,2
0.831470549,0.712753057,0.167138368,0,0,1,0,0,1,1.0,1
0.392181098,0.70681715,0.916345835,0,0,1,0,0,1,0.5,2
0.170707494,0.3595438,0.89678371,1,0,0,0,1,0,0.0,2
0.546131074,0.79632169,0.984216988,0,0,1,1,0,0,0.5,1
0.781493902,0.905357242,0.402447134,0,0,1,0,1,0,0.5,1
0.255029976,0.25762105,0.81861496,0,1,0,1,0,0,0.0,0
0.641745925,0.644222021,0.414953738,1,0,0,1,0,0,0.0,1
0.131080091,0.422528088,0.454298794,0,0,1,1,0,0,1.0,2
0.0990976319,0.990070701,0.829999387,0,1,0,0,0,1,0.0,0
0.554786921,0.504891157,0.177366778,1,0,0,0,1,0,0.0,1
0.563603342,0.266904175,0.220310941,0,1,0,1,0,0,1.0,0
0.655558407,0.412764758,0.31472823,0,0,1,1,0,0,1.0,1
0.739786744,0.671146452,0.78817904,1,0,0,0,0,1,0.5,2
0.977059484,0.122284904,0.372651547,1,0,0,0,0,1,0.5,0
0.540485322,0.623421848,0.358168215,0,0,1,0,1,0,0.0,2
0.356808662,0.934663534,0.998816371,0,1,0,1,0,0,1.0,1
0.805426896,0.857844651,0.383806139,1,0,0,1,0,0,0.0,0
0.307290643,0.114289857,0.247770533,1,0,0,1,0,0,0.0,1
0.467022836,0.993720412,0.623213649,1,0,0,0,1,0,0.5,2
0.124533564,0.713790596,0.801879942,0,0,1,0,0,1,0.0,2
0.074083209,0.204166785,0.0696078315,0,1,0,0,0,1,0.0,2
0.964515984,0.0617952831,0.618892252,0,0,1,0,1,0,0.5,2
0.84418112,0.212718502,0.0357354544,1,0,0,0,0,1,0.5,0
0.711175501,0.846267104,0.526332378,0,1,0,1,0,0,1.0,0
0.438505292,0.0705573559,0.256991565,0,1,0,1,0,0,0.5,0
0.214629605,0.271489948,0.306641698,0,0,1,0,1,0,1.0,2
0.198615193,0.769440293,0.467095971,0,0,1,0,0,1,1.0,2
0.287730753,0.606805027,0.927107453,1,0,0,0,1,0,0.5,2
0.571765304,0.79359895,0.710667312,0,0,1,0,1,0,0.5,1
0.7288661,0.758843005,0.936845601,0,0,1,0,0,1,0.5,1
0.677187502,0.0980713144,0.659970999,0,0,1,0,1,0,0.0,0
0.315937191,0.897885859,0.00710774725,0,0,1,1,0,0,0.5,0
0.957122028,0.265680254,0.265585184,0,0,1,0,1,0,1.0,2
0.751002073,0.575722814,0.905772567,1,0,0,1,0,0,1.0,1
0.576636374,0.662073731,0.643445492,0,1,0,1,0,0,1.0,2
0.631134689,0.210196793,0.981647253,0,0,1,0,1,0,0.5,2
0.448620051,0.977419674,0.155964017,0,1,0,1,0,0,1.0,1
0.285344452,0.513748169,0.296747833,0,1,0,0,1,0,1.0,1
0.388174057,0.104760557,0.36236766,0,0,1,0,1,0,0.0,2
0.769953787,0.940398932,0.326557815,0,0,1,0,0,1,0.5,1
0.0636738166,0.606954455,0.25199154,0,1,0,0,1,0,0.5,0
0.160269007,0.714233518,0.44346571,1,0,0,1,0,0,1.0,2
0.09370251,0.548916996,0.642298102,0,1,0,0,1,0,0.0,2
0.0886923596,0.843001068,0.311256915,1,0,0,0,1,0,1.0,2
0.862687528,0.0814767927,0.0796999261,0,1,0,0,0,1,0.0,1
0.718474984,0.304959446,0.708532512,0,0,1,0,0,1,1.0,2
0.500465155,0.496165931,0.459016562,1,0,0,1,0,0,1.0,1
0.142942458,0.122773439,0.556482315,0,1,0,1,0,0,0.5,2
0.517035067,0.720611334,0.455400646,1,0,0,1,0,0,0.0,2
0.499798179,0.423980236,0.890357494,0,0,1,1,0,0,0.0,1
0.214541778,0.309034586,0.558745027,1,0,0,0,0,1,0.0,1
0.462159067,0.0532099046,0.923276842,0,0,1,0,1,0,0.5,1
0.428579509,0.733838797,0.510575354,0,0,1,0,0,1,0.5,0
0.635057569,0.842118859,0.292588174,1,0,0,0,0,1,1.0,2
0.653338969,0.425288498,0.355442584,0,0,1,0,0,1,0.0,2
0.0930388123,0.586007059,0.522129297,0,0,1,0,1,0,0.0,2
0.405881971,0.266302288,0.529989421,0,0,1,0,1,0,1.0,1
0.644566894,0.64108777,0.687337697,1,0,0,0,0,1,1.0,1
0.527979434,0.0615305863,0.224494874,0,0,1,0,1,0,1.0,1
0.863665342,0.514211714,0.658842921,0,1,0,0,0,1,1.0,0
0.675758958,0.661995232,0.778587997,0,0,1,0,0,1,0.0,1
0.204787701,0.922282159,0.676591992,0,1,0,1,0,0,1.0,0
0.117040306,0.412269026,0.481828123,1,0,0,0,0,1,0.0,2
0.660298288,0.77693069,0.991680622,0,1,0,0,0,1,0.0,2
0.075185746,0.61780268,0.40481317,0,0,1,0,0,1,0.0,1
0.606486797,0.9306615,0.106590614,0,0,1,1,0,0,1.0,1
0.943218708,0.42845878,0.821504235,0,0,1,0,1,0,1.0,1
0.59670049,0.353140563,0.212201223,0,0,1,1,0,0,1.0,2
0.418761432,0.892784894,0.713285565,0,0,1,0,1,0,1.0,0
0.661123812,0.0967821777,0.178976282,0,0,1,1,0,0,0.5,1
0.485340238,0.17956613,0.0168773904,1,0,0,0,1,0,1.0,0
0.56833595,0.128284216,0.159798607,0,0,1,1,0,0,0.5,0
0.944391549,0.850954473,0.376988709,0,1,0,0,0,1,1.0,0
0.416797519,0.0600770526,0.106618248,0,1,0,0,1,0,0.5,0
0.963131011,0.868574321,0.197679088,0,1,0,1,0,0,1.0,1
0.910083115,0.478704393,0.764626265,1,0,0,1,0,0,1.0,1
0.236001581,0.053824015,0.769883633,0,1,0,1,0,0,0.0,2
0.115893237,0.43156293,0.817488253,0,1,0,0,1,0,0.5,1
0.145739108,0.227460802,0.841155231,0,1,0,0,0,1,1.0,2
0.0673107356,0.64318049,0.420435905,1,0,0,1,0,0,0.5,2
0.139720812,0.69539088,0.867549658,0,1,0,0,1,0,0.0,2
0.698856413,0.513151169,0.525936902,0,1,0,0,1,0,0.5,0
0.117629215,0.0884935483,0.470597118,1,0,0,0,0,1,1.0,2
0.353026837,0.67332238,0.718536317,0,0,1,0,0,1,0.0,2
0.852631569,0.849936843,0.213818416,0,1,0,0,0,1,1.0,2
0.0721083358,0.734308064,0.789497375,0,0,1,0,1,0,0.0,2
0.823745072,0.838460028,0.42946583,0,1,0,0,1,0,0.0,1
0.317762047,0.240484044,0.12729542,1,0,0,0,0,1,0.5,2
0.162256584,0.894443572,0.119311914,0,0,1,1,0,0,1.0,2
0.711900294,0.356083781,0.16490674,1,0,0,0,0,1,1.0,0
